sentence,gold_root,pred_root
<s>The U.S. Department of Justice</s> has shared evidence with <t>Mexico</t> under a treaty between the two nations.,COOPERATE,COOPERATE
<s>President Vladimir Putin</s> on Thursday defended <t>Russia</t>'s involvement in Iraqi Kurdistan's energy sector.,SUPPORT,SUPPORT
"<s>U.S. Secretary of State Mike Pompeo</s> begins a meeting of <t>the United Nations Security Council</t> during the 73rd session of the U.N. General Assembly, at U.N. headquarters, Thursday, Sept. 27, 2018.",CONSULT,CONSULT
<s>Turkey</s> and <t>Syria</t> are violating the ceasefire agreement by continuing to battle last night.,ASSAULT,ASSAULT
"<t>Eighteen Italian fishermen</t>, held captive in Libya for more than 100 days, have been freed by <s>Libya forces</s>, ending a political standoff between the two countries over the fate of the men.",YIELD,YIELD
<s>The Taliban</s> on Sunday rejected an offer from the <t>Afghan government</t> to extend a three-day ceasefire as the country reeled from two deadly suicide attacks in the eastern city of Jalalabad.,REJECT,REJECT
"<s>The Bulgarian economist Kristalina Georgieva</s>, who will take over on Oct, 1 as the new leader of the IMF, held her first bilateral meeting at the organization headquarters with <t>Argentine Treasury Minister Hernan Lacunza</t> on Wednesday.",CONSULT,CONSULT
<s>Colombia's leftist rebels</s> said yesterday they would release three of the dozens of <t>high-profile Colombian hostages</t> they are holding as bargaining chips with the Colombian government.,AGREE,YIELD
"<s>The United States</s> has provided <t>the Lebanese Armed Forces (LAF) </t>with aircraft, vehicles, weapons, and other equipment to help keep the country's borders secure and conduct counterterrorism operations.",AID,AID
"Canberra: <s>Australian Prime Minister Scott Morrison</s> on Thursday rejected <t>a Daesh bride</t> to return home, saying she had to face the consequences for her actions.",REJECT,REJECT
<s>US President Donald Trump</s> set a 30-day deadline for <t>the UN health agency</t> to make significant reforms or risk losing funding.,THREATEN,THREATEN
"<s>The Southwark Crown Court</s> convicted <t>Amazon</t> of four counts of causing dangerous goods to be delivered for carriage in an aircraft, which was a breach of air safety regulations.",ACCUSE,COERCE
<s>The NATO chief</s> will hold talks with <t>President Recep Tayyip Erdogan and Foreign Minister Mevlut Cavusoglu</t>.,AGREE,CONSULT
Stopping treatment came four days after <s>France's highest court</s> quashed <t>a Paris court decision</t> to resume feeding so the United Nations could examine the case.,REJECT,REJECT
"Earlier, <s>Israeli military</s> struck a target in <t>the Gaza Strip's eastern border regions</t> with artillery, but no casualties were reported.",ASSAULT,ASSAULT
"<s>Senior Palestinian official Nabil Shaath</s> on Friday rejected <t>US President George W. Bush's peace plan</t> for the Middle East as offering ""more potential for failure than one of success"".",ACCUSE,REJECT
"<s>The Supreme Court</s> has ordered an investigation against <t>Temer and Rocha Loures</t> for corruption, criminal organization and obstruction of justice, triggering the worst political crisis in Brazil since Temer took office last year.",ACCUSE,ACCUSE
"Both <s>Britain and France</s> imposed blockades to limit <t>American merchants</t>, though the dominant British navy was clearly more successful.",COERCE,SANCTION
"<s>The U.S.</s> has offered to send up to 30,000 troops to distribute supplies in <t>Somalia</t>.",AGREE,AID
"<s>USAID and other international donors</s> provided support for the installation of more than 11,500 latrines and 25 water systems to <t>Haitian people</t>.",AID,AID
<s>Indian Prime Minister Narendra Modi</s> pledged his country's support to <t>the Palestinian people</t> during a visit to Ramallah on Saturday.,SUPPORT,SUPPORT
<s>Turkish President Erdogan</s> agreed to a ceasefire halting Turkey's incursion into <t>northern Syria</t>.,AGREE,AGREE
"<s>Greek Foreign Minister Nikos Dendias</s> on Monday called for sanctions against <t>Turkey</t>, saying that the country had failed to heed the warnings over its actions in the Eastern Mediterranean issued by the European Council in October.",ACCUSE,REQUEST
<s>The UN</s> had provided food assistance to three million people a month in <t>Yemen</t>.,AID,AID
"<s>The family of the Kentucky teen</s> filed a defamation lawsuit against <t>The Washington Post</t> on Tuesday, seeking $250 million in damages for its coverage of the incident.",ACCUSE,REJECT
<s>The chairman of the Uzbek State Security Services</s> expressed his appreciation for <t>the Pakistan Army</t>'s professionalism and efforts towards regional stability.,SUPPORT,SUPPORT
<s>The Taliban</s> rejected on Monday an <t>Afghan government</t> offer of a ceasefire and they would persist with their attacks.,REJECT,REJECT
<s>The U.N. Security Council</s> on Wednesday lifted sanctions imposed on <t>Eritrea</t> nine years ago.,YIELD,YIELD
"<s>The KRG government</s> rejected <t>the Iraqi and Turkish</t> demands, arguing that the Kurds' role in defending Kirkuk against Islamic State justified the hoisting of their flag.",REJECT,REJECT
<s>Troops of the U.S. southern command</s> stationed <t>along the Panama canal</t> wednedsay and carried out an emergency evacuation exercise in a school.,AID,MOBILIZE
<s>Libyan authorities</s> suspended military aid to <t>the country's rebel groups</t> after the ousting of Gaddafi.,SANCTION,SANCTION
<s>Erdogan</s> will meet <t>European Council President Charles Michel and European Commission President Ursula von der Leyen</t> in Brussels at 6pm local time (1700 GMT) on Monday.,AGREE,CONSULT
"<s>President Trump</s> has suspended aid to <t>El Salvador, Guatemala and Honduras</t> to stem migration to the United States.",SANCTION,SANCTION
"<s>The EU</s> is ready to contribute to the peacekeeping operation in <t>Georgia's conflict zones</t>, but a clear and achievable objective is needed for a mission of this kind.",AGREE,AID
<s>Mexico and Canada</s> agreed to lift retaliatory tariffs on <t>American products</t>.,AGREE,AGREE
"<s>The U.S. Supreme Court</s> in May rejected <t>Indiana</t> of a lower court ruling that blocked the state's ban on abortion based on gender, race or disability.",REJECT,REJECT
<s>Obama</s> refused to provide military aid to <t>the Ukraine</t>.,REJECT,REJECT
"<s>Philippine President Rodrigo Duterte</s> has offered to send troops to <t>Jordan</t> to help combat Islamist militants, after agreeing to deepen military cooperation with the Middle Eastern nation to fight extremism.",AGREE,AGREE
<s>Britain</s> and <t>Germany</t> have agreed to share information on company ownership to try clamping down on tax evasion.,AGREE,AGREE
<s>Turkish leader</s> refused to meet <t>Trump's national security envoy</t>.,REJECT,REJECT
<s>Congo government</s> rejects demands from <t>rebel group</t>.,REJECT,REJECT
"Under the deal U.S. and Taliban negotiators signed Feb. 29, <s>the Afghan government</s> would release <t>5,000 Taliban prisoners</t> before intra-Afghan talks, which were slated to begin Tuesday.",AGREE,YIELD
<s>The Guatemalan government</s> declared a state of siege Sunday in <t>the northern province of Alta Verapaz</t> after it has become overrun by a Mexican drug-trafficking group.,COERCE,COERCE
"On April 3, <s>the U.S. Government (USG) </s>announced nearly $33 million in additional assistance to populations affected by Tropical Cyclone Idai in <t>Mozambique and Zimbabwe</t>.",AID,AID
"<s>Syria's government</s> has passed a bill lifting <t>the country</t>'s emergency law, in place for 48 years, just hours after security forces fired on protesters.",YIELD,YIELD
<s>Four British Muslim</s> suicide bombers killed 52 people in coordinated attacks in <t>London</t>.,ASSAULT,ASSAULT
<s>The United States</s> returned two paintings to <t>the government of Brazil</t>.,YIELD,AID
<s>The authorities</s> have imposed a curfew in the <t>New York City</t> and ramped up police presence after violence and looting incidents were reported across the city amid widespread protests triggered by the custodial killing of African-American George Floyd.,COERCE,COERCE
"<s>Italy's Prime Minister</s> gave permission for <t>a top U.S. official</t> to meet Rome's intelligence services as part of Trump-lead efforts to discredit claims he has ties with Russia, media reported on Wednesday.",YIELD,CONSULT
"At a time when Africa is trying to modernize, <s>Britain</s> and <t>France</t> have agreed to act more closely to help African states achieve their goal.",AGREE,AGREE
"<s>Almost 12,000 Iraqi Christians</s> have sought refuge in <t>Amman</t> since ISIL gave Mosul residents the choice to flee or be killed.",REQUEST,COERCE
"Washington, September 29 (PTI) : Agreeing to the demands by Democrats, <s>US President Donald Trump</s> has ordered a limited FBI investigation into the allegations of sexual assault against <t>his embattled Supreme Court nominee Brett Kavanaugh</t>, throwing his Senate confirmation in doubt.",ACCUSE,AGREE
"<s>Prime Minister Narendra Modi, BJP president Amit Shah (right)</s> and <t>Home Minister Rajnath Singh</t> attend the BJP parliamentary party meeting at Parliament library in New Delhi on March 13, 2018.",CONSULT,CONSULT
"<s>Ukraine</s> has imposed sanctions on <t>former President Viktor Yanukovich and ex-Prime Minister Mykola Azarov</t>, freezing their assets and property, banning them from withdrawing capital from the country and stripping them of all state awards.",COERCE,SANCTION
"<s>Thai police</s> have also detained <t>Chinese dissident Liu Xuehong</t> who recently supported detained rights activist Huang Qi, the founder of the Tianwang human rights website.",COERCE,COERCE
"Since 1978, <s>the United States</s> has provided <t>Egypt</t> with what now totals over $50 billion in military and $30 billion in economic assistance.",AID,AID
<s>Australia's department of foreign affairs and trade</s> is providing consular assistance to <t>the man's family</t> through the Australian Embassy in Denmark and the Canadian Embassy in Iceland.,AID,AID
<s>Russia</s> has issued an ultimatum to <t>Ukrainian forces</t> in the Crimea to clear out by 5 a.m. Tuesday or face a military storm.,THREATEN,THREATEN
<s>The US</s> has suspended military aid to <t>Syrian rebels</t> in an attempt to persuade them to present a united front in peace talks that started last night.,SANCTION,SANCTION
"<s>South Sudan mediator Tut Galuak</s> said the Sudanese government has started direct talks with <t>The Sudan Revolutionary Front</t>, an alliance of rebel groups, which has joined the protest movement against al-Bashir but did not fully support the power-sharing deal with the military.",CONSULT,CONSULT
"<s>Belgian prosecutors</s> have launched an investigation into whether <t>Swiss bank Credit Suisse</t> helped some 2,650 Belgians hide their accounts from tax authorities.",ACCUSE,ACCUSE
<s>U.S. Trade Representative Robert B. Zoellick</s> and <t>Kuwaiti Minister of Commerce and Industry Abdullah Al Taweel</t> today signed an agreement creating a framework for increased trade and investment between Kuwait and the United States.,SUPPORT,AGREE
"<s>The Nigerian Army</s> on Tuesday said it arrested <t>16 Boko Haram terrorists</t>, including two top commanders of the sect during a sting operation.",COERCE,COERCE
ISLAMABAD - <s>Pakistani police</s> have arrested <t>a Rawalpindi man and his wife</t> for their alleged involvement in the kidnapping and rape of underage female students.,COERCE,COERCE
"<s>The United Nations</s> on Tuesday condemned <t>pro-Syrian government forces</t> bombing of two hospitals in western Aleppo province as a possible war crime, as towns and villages in the rebel-held region continued to have bombs rained down on them.",ACCUSE,ACCUSE
